cat_id;cat_name;theme_id;theme_name;comment_text
1;Дороги;24;Мусор, свалки у обочин дорог, на тротуаре, газоне;в июне убрали контейнеры по адресу г. Гай ул. Пушкина д. 28 а мусор который вырвались из контейнера не убрали.
1;Дороги;24;Мусор, свалки у обочин дорог, на тротуаре, газоне;Прошу обратить внимание на состояние площадки под мусорные контейнеры по адресу г Оренбург пересечение улиц 34 линия и 71 линия.
1;Дороги;24;Мусор, свалки у обочин дорог, на тротуаре, газоне;не убран мусор после покоса травы вдоль пешеходной дорожки возле  молочного киоска с торца дома 5 по ул Родимцева
1;Дороги;24;Мусор, свалки у обочин дорог, на тротуаре, газоне;Свалка крупного строительного мусора.
1;Дороги;24;Мусор, свалки у обочин дорог, на тротуаре, газоне;Здравствуйте...территорию вдоль забора и тротуаров никто не убирает...если это красная зона прошу принять меры по уборке
1;Дороги;24;Мусор, свалки у обочин дорог, на тротуаре, газоне;"Старая вывеска ""Магнит"" выкинута на газон"
1;Дороги;24;Мусор, свалки у обочин дорог, на тротуаре, газоне;На фото все хорошо видно: развалившиеся ограждения для баков, мусор валяется, где попало.
1;Дороги;24;Мусор, свалки у обочин дорог, на тротуаре, газоне;Улица Правды на обеих сторонах от 8 Марта до Советской покрыта смесью песка и цемента после прошлогоднего ремонта. Свалены большие кучи песочно-цементной смеси. Ходить пешком невозможно, все это летит в глаза и нос.
1;Дороги;24;Мусор, свалки у обочин дорог, на тротуаре, газоне;Мусор остаётся не тронутом на протяжении нескольких дней
1;Дороги;24;Мусор, свалки у обочин дорог, на тротуаре, газоне;автодромная,автодром в ужасном состоянии весь загаженный, не приятно смотреть..все в мусоре
1;Дороги;24;Мусор, свалки у обочин дорог, на тротуаре, газоне;Не убран мусор в ливневке
1;Дороги;24;Мусор, свалки у обочин дорог, на тротуаре, газоне;За мусорными баками  по ул.Тамбовская,всегда мусор,на прохожей части,где ходят дети битые стекла,спиленные огромные деревья.А это единственный проход для жителей ,т.к.  тротуар по ул.Львовская вдоль стоматологической поликлиники очень опасный,не разделен с дорогой разделительными сооружениями.
1;Дороги;24;Мусор, свалки у обочин дорог, на тротуаре, газоне;"Прошу убрать сухие ветки на ""зеленой"" зоне вдоль тротуара между улицей Саракташской и переулком Дальним (частный сектор!!!)"
1;Дороги;24;Мусор, свалки у обочин дорог, на тротуаре, газоне;Деревья обрезали давно, а ветки так и не убрали
1;Дороги;24;Мусор, свалки у обочин дорог, на тротуаре, газоне;По дороге Оренбург Шарлык есть популярные места остановок автомобилей, Родник Булановский и Колычево...которые завалены мусором...Необходимо убрать свалку и оборудовать цивилизованным мусорными площадками...
1;Дороги;24;Мусор, свалки у обочин дорог, на тротуаре, газоне;Возле Коростелевых 61 весной водоканал построил новый колодец, а территорию вокруг не облагородил. Обращение к ним результатов не дали...Просим исправить ситуацию
1;Дороги;24;Мусор, свалки у обочин дорог, на тротуаре, газоне;Зеленхоз обрезал деревья по ул. Братской и ул.Королёва в марте сего года.Ветки до сих пор не вывезены. Тротуары после зимы грязные.
1;Дороги;24;Мусор, свалки у обочин дорог, на тротуаре, газоне;Устроили свалку строительного мусора за домом пр-т Победы 157/6
1;Дороги;24;Мусор, свалки у обочин дорог, на тротуаре, газоне;"Здравствуйте. Переулок Синчука ( что ведет к санаторию-профилакторию ""Южный Урал"") сильно загрязнен. Причем его территорию, дорогу не убирают с весны этого года. Вдоль дороги на стыках с тротуарами спрессованный мусор и песок, возле дома 8 пер.Синчука проводили ремонт труб- не потрудившись разровнять землю и уложить обратно бордюры. Мусорная площадка стала свалкой-крупногабаритный мусор скидывают у  ее заграждений. По всей территории переулка- сломанные ветки, мелкие и крупные, на деревьях- низко висят надломленные ветки, пострадавшие от урагана.
Очень просим навести порядок!"
1;Дороги;24;Мусор, свалки у обочин дорог, на тротуаре, газоне;Здравствуйте , остановка транспорта 6 школа вся в камнях и грязи, карманы для транспорта не убраны, обратите внимание.
1;Дороги;24;Мусор, свалки у обочин дорог, на тротуаре, газоне;После уборки дороги пыль и весь мусор собранный с улице Деповская не убирается, а просто оставляется на обочине, прям на пешеходном переходе. Делается это уже не в первый раз, когда проходит дождь пользоваться пешеходным переходом невозможно так пыль и мусор превращается в грязь.
1;Дороги;24;Мусор, свалки у обочин дорог, на тротуаре, газоне;Мусор на проезжей части.
1;Дороги;24;Мусор, свалки у обочин дорог, на тротуаре, газоне;Ужасное состояние прилегающей территории кафе Райхон (г. Оренбург, ул. Уральская, д. 2/7а). Мусор от сотрудников (уборщиц) и посетителей данного кафе. Ни о какой социальной ответственности бизнеса нет и речи. Ни разу за этот год не убирали прилегающую территорию.
1;Дороги;24;Мусор, свалки у обочин дорог, на тротуаре, газоне;Проблема в уборке ул Медногорская . С начала весеннего периода ни разу не убиралась . Тротуар завален мусором, много сухих веток и т.д. Просим навести порядок на данном участке. Уборку производить  постоянно.
1;Дороги;24;Мусор, свалки у обочин дорог, на тротуаре, газоне;Вот так. Дней 5 не вывозили мусор.
1;Дороги;24;Мусор, свалки у обочин дорог, на тротуаре, газоне;Здравствуйте. Возле расселенного дома куча мусора.
1;Дороги;24;Мусор, свалки у обочин дорог, на тротуаре, газоне;Добрый день. Пишет житель СНТ Карачи с просьбой помочь в прекращении захламлять дорогу. Свалка стоит уже 2,5 месяца. Недавно закончились работы по ремонту дороги на улице Амурская, по итогу весь старый бетон и бордюры оказались на свалке. Мусор привозят даже грузовые машины с ближайших магазинов. Мы хотим чистую дорогу, по которой может проехать на велосипеде ребёнок. Мы знаем в вашей компетенции решить эту проблему, не оставайтесь в стороне. Мы жители СНТ Карачи готовы помочь. В решении этой проблемы нужны координально меры, можно посадить деревья и даже построить детскую площадку.  Закрытие дороги со 2-ой Линии СНТ Карачи ничего не решит. Спасибо за внимание.
1;Дороги;24;Мусор, свалки у обочин дорог, на тротуаре, газоне;Не своевременная уборка проезжей части и газона между ней, что за собой последовало загрязнение окружающей среды мусорными отходами в большом количестве.
1;Дороги;24;Мусор, свалки у обочин дорог, на тротуаре, газоне;Добрый день.на газоне мусор,разного рода,лежит годами.
1;Дороги;24;Мусор, свалки у обочин дорог, на тротуаре, газоне;вдоль дружбы были с рублены ветки и вся улица засыпанна,а кто убирать будет или это так сойдёт
1;Дороги;24;Мусор, свалки у обочин дорог, на тротуаре, газоне;Убрать абсолютно весь мусор (пластиковые и стеклянные бутылки, пакеты, упаковку) на газоне перед домом 255 по улице Пролетарская.
1;Дороги;24;Мусор, свалки у обочин дорог, на тротуаре, газоне;Не убран мусор. Ориентир: Школа 25, ул. Туркестанская 6
1;Дороги;24;Мусор, свалки у обочин дорог, на тротуаре, газоне;В связи с тем, что на нашей улице расположена необустроенная мусорная площадка, мало того что не обустроенная должным образом, так ещё и мусор с неё не вывозится, а разлетается по всей улице, обочины дороги на 3 домовладения превратились в свалку! В которой скоро крысы будут жить! Кроме того, ещё зимой были спилены деревья, якобы мешающие ЛЭП, а пеньки до сих пор никто не убрал! Жители должны убирать результаты деятельности должностных лиц?За мусор мы исправно платим! А по факту утопаем в нём! Убедительно просим убрать мусор с обочин домов по Фрунзе 62, 60, 58,56, 53, 55. Это мусор со свалки и лежит на обочинах! Придомовую территорию мы убираем, А это не наш мусор и муниципальная земля!
1;Дороги;24;Мусор, свалки у обочин дорог, на тротуаре, газоне;Добрый день. Не убран мусор на дороге вдоль станкозавода. Организацией ведётся ремонт крыши, а строительный мусор просто сбрасывается на дорогу. Мусор лежит с 5-6 июня. Убирать, видимо, никто не собирается. Заранее спасибо
1;Дороги;24;Мусор, свалки у обочин дорог, на тротуаре, газоне;Грязь у бордюров дороги , давно не убирали вся дорога  в грязи , приведите в порядок проезжую часть
1;Дороги;24;Мусор, свалки у обочин дорог, на тротуаре, газоне;Дорогу промели а мусор оставили вдоль дороги
1;Дороги;24;Мусор, свалки у обочин дорог, на тротуаре, газоне;После уборки территории детского сада, дворник оставил кучу веток и мусора у дороги, создав тем самым пожароопасную ситуацию. Вот уже около месяца ее за собой не убирают, после обращения к заведующей детского сада и в администрацию пригородного с/с никакой реакции. Просьба убрать кучу мусора.
1;Дороги;24;Мусор, свалки у обочин дорог, на тротуаре, газоне;Огромная куча мусора, которая не вывозиться уже три с лишним месяца. Это вонь ужасная, плюс ко всему складывается пожарная обстановка, ввиду того что свалено очень много сухостоя.
1;Дороги;24;Мусор, свалки у обочин дорог, на тротуаре, газоне;в с.Новониколаевка возле контейнерного бака для мусора, один из которых находится напротив  дома по ул.Набережная д.24.  Но жители также выбрасывают твердые коммунальные отходы (диваны, кресла, пылесосы, ящики, шифер, бамперы, пакеты с мусором,  которые потом разлетаются  и т.д. )  но его никто не вывозит с прошлого года! Специального бункера накопителя для крупногабаритного мусора нет. В результате чего начала образовываться свалка. Убедительная просьба оказать содействие в ликвидации образовавшегося скопления мусора, способного нанести вред здоровью жителей близлежащих домов, а также окружающей среде. Ответ прошу направить на электронную почту: kusarbaeva83@mail.
1;Дороги;24;Мусор, свалки у обочин дорог, на тротуаре, газоне;Мусор не убран вдоль тротуара.
1;Дороги;24;Мусор, свалки у обочин дорог, на тротуаре, газоне;Последние 3 месяца территория на улице Азовской микрорайона Ростошинские пруды г. Оренбурга из излюбленного места прогулок жителей микрорайона на красивом природном ландшафте превратилась в городскую свалку строительного мусора.  Изначально для планировки участка завозили грунт (глину), затем стали завозить старый асфальт, бордюры и прочие строительные отходы, подлежащие утилизации в специальных полигонах. На протяжении последних 1,5 месяцев стали вываливать кучи строительного мусора с содержанием пластика, полиэтилена, и прочих отходов. Данный мусор разлетается по прилегающим территориям. Просто ужас!!!
1;Дороги;24;Мусор, свалки у обочин дорог, на тротуаре, газоне;Два человека не славянской внешности выгружали мусор вне мусорных контейнеров, складируя прямо на землю. Автомобиль марки газель с гос номером х 137 он 56 рус кабина темно синего цвета фургон белого цвета. Прошу принят меры воздействия, для предотвращения подобной ситуации. Предположительно эти люди работники ближайшего рынка Петровский
1;Дороги;24;Мусор, свалки у обочин дорог, на тротуаре, газоне;Несанкционированная  свалка
1;Дороги;24;Мусор, свалки у обочин дорог, на тротуаре, газоне;мусор на въезде в массив СНТ возле большой газовой подстанции. Из-за отсутствия мусорных контейнеров жители складируют мусор вдоль дороги.
1;Дороги;24;Мусор, свалки у обочин дорог, на тротуаре, газоне;После благоустройства территории автосервиса по ул. Полтавской 25 мусор был соскладирован на углу улиц  Полтавской 25 и ул. Коммуны, данная куча мусора мешает проезду автотранспорта, ограничивает видимость при выезде с ул. Коммуны и создаёт аварийную ситуацию, мусор находится в течении месяца
1;Дороги;24;Мусор, свалки у обочин дорог, на тротуаре, газоне;В сентябре 2020 года энергетики производили спиливание деревьев рядом с опорами ЛЭП по ул.Н. Зуйкова. Спиленные деревья и ветки сложили рядом с обочиной дороги по ул.Н.Зуйкова напротив участка №69. Спиленные деревья до сих пор не вывезли. Данная свалка продолжает увеличиваться по причине сноса спиленных веток жильцами близлежащих участков.
1;Дороги;24;Мусор, свалки у обочин дорог, на тротуаре, газоне;Пакеты, ветки
1;Дороги;24;Мусор, свалки у обочин дорог, на тротуаре, газоне;Свалка ветки сухие, мусор
1;Дороги;24;Мусор, свалки у обочин дорог, на тротуаре, газоне;Свалка мусора и бурьян  в рост ребёнка под фонарным столобом рядом со входом в детский сад 156 по адресу ул.Родимцева 5/1 со стороны дома улДружбы 3/4,  под балконами которого таккже мусорное безобразие
1;Дороги;24;Мусор, свалки у обочин дорог, на тротуаре, газоне;Пакеты с мусором остались с 28.04.21
1;Дороги;24;Мусор, свалки у обочин дорог, на тротуаре, газоне;Пешеходный мост через Елшанку в районе 6 школы , возле реки помойка , прошу навести порядок , это место где гуляют мамы с детьми
1;Дороги;24;Мусор, свалки у обочин дорог, на тротуаре, газоне;Добрый день! На пересечении переулка Мельничный и ул. Некрасова есть овраг где растут деревья. В нём постоянно много мусора, деревья разрослись и задевают газовые трубы и электрические столбы. Никогда там не убираются поселковые службы. Там сухая трава, которая может привести к пожара. Просьба привести в порядок данную территорию. Давайте заботиться об экологии и безопасности!
1;Дороги;24;Мусор, свалки у обочин дорог, на тротуаре, газоне;Очень много мусора после зимы на газоне вдоль тротуара перед домом 255 по улице Пролетарская.
1;Дороги;24;Мусор, свалки у обочин дорог, на тротуаре, газоне;Забита ливневка, из-за чего заливает дорогу во время дождя
1;Дороги;24;Мусор, свалки у обочин дорог, на тротуаре, газоне;Куча мусора лежит вдоль дороги у детского сада, а также вдоль забора лежит крупный мусор в виде пластиковых бутылок, жестяных банок.
1;Дороги;24;Мусор, свалки у обочин дорог, на тротуаре, газоне;Не убирают мусор, уже апрель а елки все лежат
1;Дороги;24;Мусор, свалки у обочин дорог, на тротуаре, газоне;Мусор на территории газовой станции
1;Дороги;24;Мусор, свалки у обочин дорог, на тротуаре, газоне;Прошу обеспечить уборку мусора на зеленой зоне вдоль улиц Театральная и Всесоюзная вблизи домов 14/1, 14/2, и 14/3
1;Дороги;24;Мусор, свалки у обочин дорог, на тротуаре, газоне;Не убран мусор в ливневке
1;Дороги;24;Мусор, свалки у обочин дорог, на тротуаре, газоне;Мусор лежит очень давно, прошу убрать
1;Дороги;24;Мусор, свалки у обочин дорог, на тротуаре, газоне;Забитая ливневка
1;Дороги;24;Мусор, свалки у обочин дорог, на тротуаре, газоне;Добрый день. по краю тратуара лежит земля.
1;Дороги;24;Мусор, свалки у обочин дорог, на тротуаре, газоне;Систематическое скопление мусора на территории около конечной остановки маршрута 17.
1;Дороги;24;Мусор, свалки у обочин дорог, на тротуаре, газоне;Несколько недель на тротуаре по улице Володарского никто не убирает разбитое стекло.
1;Дороги;24;Мусор, свалки у обочин дорог, на тротуаре, газоне;Мусор вдоль дороги не убирается с июля месяца
1;Дороги;24;Мусор, свалки у обочин дорог, на тротуаре, газоне;Куча веток и мусор , прошу вывезти.
1;Дороги;24;Мусор, свалки у обочин дорог, на тротуаре, газоне;Прошу убрать мусор , не засоряйте экологию и скосить траву на участке будующей 6 полосной дороги от ул. Рокосовского до ул. Терешкова
1;Дороги;24;Мусор, свалки у обочин дорог, на тротуаре, газоне;Кучи мусора лежат 2 год
1;Дороги;24;Мусор, свалки у обочин дорог, на тротуаре, газоне;Здравствуйте.после ремонта улицы Краснознаменная,от ул.Гая до ул.Кобозева газон не был приведен в порядок.вместо гумуса лежит пгс и куски бетона.
1;Дороги;24;Мусор, свалки у обочин дорог, на тротуаре, газоне;тирмп
1;Дороги;24;Мусор, свалки у обочин дорог, на тротуаре, газоне;Мусорная площадка, расположенная на пересечении улиц Фрунзе и Пролетарская находится в ужасном состоянии, давно пришла в негодность. Ограждение и баки разрушены, из баков мусор разлетается по всей улице и на территории домовладений. У населения отсутствует возможность раздельного сбора мусора. Кроме того, вокруг баков постоянно складируется крупногабаритный, строительный и другой мусор. Поскольку нет организованной площадки в эту свалку постоянно сбрасывается отработанная компьютерная техника, что совершенно небезопасно! Бездомные животные практически живут в этой территории, растаскивая мусор. Установите, пожалуйста, организованную площадку!
1;Дороги;24;Мусор, свалки у обочин дорог, на тротуаре, газоне;Мусор, заросли травы в ливнёвке
1;Дороги;24;Мусор, свалки у обочин дорог, на тротуаре, газоне;Добрый день, не убран мусор рядом с контейнерной площадкой, у дороги.
1;Дороги;3;Стертая дорожная разметка;"Нанесите дорожную разметку &quot;Стоп-линия&quot; перед светофорами на перекрёстке улиц Пролетарская и Юркина!"
1;Дороги;3;Стертая дорожная разметка;тоже самое,знаки пешеходный переход есть,а разметка где???
1;Дороги;3;Стертая дорожная разметка;добрый день, довожу до вашего сведения то что по проезду Северный в районе 5 дома,стертая разметка пешеходный переход
1;Дороги;3;Стертая дорожная разметка;Добрый день.стерта дорожная разметка,в  центре дороги.
1;Дороги;3;Стертая дорожная разметка;здравствуйте, вот на победе нету разметки в районе перекрёстка победа транспортная, тем более там поворот запрещён налево, и ещё вопрос кто занимается камеры по нарушениям в городе
1;Дороги;3;Стертая дорожная разметка;Стерта пешеходная (да и не только) разметка на улице Садовое кольцо. Относительно добавленного адреса, пешеходный переход находится непосредственно рядом со школой
1;Дороги;3;Стертая дорожная разметка;Перед пешеходным переходом когда-то был ,,лежачий полицейский,,,сейчас этот предупреждающий знак стёрт до дорожного покрытия.Рядом школа 62,по этому переходу постоянно ходят дети,Просим  возобновить это ограждение перед пешеходным переходом и сам переход покрыть снова в яркий цвет,стерается.
1;Дороги;3;Стертая дорожная разметка;Отсутствует дорожная разметка на проезжей части по улице Пролетарская!!!
1;Дороги;3;Стертая дорожная разметка;"почему убрали пешеходную дорожку на ул.Театральной
возле ост.МЖК, которая ближе к ост. в центр города
очень неудобно"
1;Дороги;3;Стертая дорожная разметка;Не нанесена (отсутствует) дорожная разметка по адресу проезд ж/д больницы от улицы Народная до улицы Пролетарская!
1;Дороги;3;Стертая дорожная разметка;здравствуйте, ЗНАКИ ЕСТЬ, а ПЕШЕХОДНОГО НЕТ..проезд Северный 200 метров от загородного шоссе в сторону Салмышской
1;Дороги;3;Стертая дорожная разметка;Нет разметки пешеходный переход
1;Дороги;3;Стертая дорожная разметка;После ремонта ул Ткачева не сделана пешеходная разметка и не перенесены знаки пешехода в место, где сделана дорожка
1;Дороги;3;Стертая дорожная разметка;Улица братьев Башиловых, пешеходный переход у школы №15 отсутствует дорожная разметка (зебра).
1;Дороги;3;Стертая дорожная разметка;"Прошу обновить стёртую дорожную разметку ""зебра"" на регулируемом пешеходном переходе через проезжую часть проезда Нижний на перекрёстке проезд Нижний - улица Пролетарская (возле ТЦ ""Берёзки"")."
1;Дороги;3;Стертая дорожная разметка;"Не нанесена горизонтальная дорожная разметка 1.14.1 или 1.14.2 ""Зебра"" на регулируемом пешеходном переходе через проезжую часть по улице Пролетарская (перекрёсток улиц Пролетарская и Юркина)."
1;Дороги;3;Стертая дорожная разметка;Несогласие с ответом на сообщение № 1529 от 30.06.2021. На так называемом межквартальном проезде между улицами Народная и Пролетарская расположен заезд на парковку детского сада № 184 по адресу Пролетарская 257 А. Согласно требованиям законодательства, касающихся оборудования дорог возле образовательных учреждений техническими средствами, на проезжей части должна быть нанесена соответствующая дорожная разметка.
1;Дороги;3;Стертая дорожная разметка;"Стёртая дорожная разметка &quot;зебра&quot; на регулируемом пешеходном переходе через проезжую часть по улице Юркина (перекрёсток улиц Пролетарская и Юркина)."
1;Дороги;32;Нескошенная трава вдоль тротуаров и обочин дорог;Не скошенный сорняки вдоль обочины дороги по ул Чкалова .
1;Дороги;32;Нескошенная трава вдоль тротуаров и обочин дорог;Рядом со стадионом много ливнёвок заросло травой
1;Дороги;32;Нескошенная трава вдоль тротуаров и обочин дорог;Сорняки вдоль тротуара .
1;Дороги;32;Нескошенная трава вдоль тротуаров и обочин дорог;Единственная дорога на посёлок Форштад зарастает, прошу произвести выкос травы от остановки Краснознамённая трамвая до улицы Цвиллинга.
1;Дороги;32;Нескошенная трава вдоль тротуаров и обочин дорог;"Не убирается трава вдоль дорог. 
В частности на пер. Школьном напротив Ленинского суда."
1;Дороги;32;Нескошенная трава вдоль тротуаров и обочин дорог;Тротуар по улице Транспортная, от автосалона Шкода в сторону улицы Фронтовиков. Весь город очень активно стригут траву, но почему то здесь про нее совсем забыли. Трава а именно, лебеда и амброзия, скоро будут в человеческий рост. Людям с аллергией точно будет не хорошо. Огромная просьба привести обочины в порядок, скосите траву.
1;Дороги;32;Нескошенная трава вдоль тротуаров и обочин дорог;Обкошенной со стороны чкалова 46 от сорняков
1;Дороги;32;Нескошенная трава вдоль тротуаров и обочин дорог;Забита ливневая канализация
1;Дороги;32;Нескошенная трава вдоль тротуаров и обочин дорог;Добрый день.не скошена трава .
1;Дороги;32;Нескошенная трава вдоль тротуаров и обочин дорог;Нескошенная трава около газовой станции и остановки
1;Дороги;32;Нескошенная трава вдоль тротуаров и обочин дорог;В ливневке много нескошенной травы, выросло дерево
1;Дороги;32;Нескошенная трава вдоль тротуаров и обочин дорог;Вдоль улицы Зорянка много нескошенной травы как в ливневке, так и на тротуаре
1;Дороги;32;Нескошенная трава вдоль тротуаров и обочин дорог;Нескошенная трава на протяжении всей улицы в ливневке
1;Дороги;32;Нескошенная трава вдоль тротуаров и обочин дорог;Заросшая травой ливнёвка
1;Дороги;32;Нескошенная трава вдоль тротуаров и обочин дорог;Здравствуйте скосите водосток (канава) раньше косили сейчас нет,дом заброшен
1;Дороги;32;Нескошенная трава вдоль тротуаров и обочин дорог;Не кошенные сорняки
1;Дороги;32;Нескошенная трава вдоль тротуаров и обочин дорог;Не скошенные сорняки .
1;Дороги;32;Нескошенная трава вдоль тротуаров и обочин дорог;Срочно нужно косить траву возле пешеходного тротуара, улица заросла
1;Дороги;32;Нескошенная трава вдоль тротуаров и обочин дорог;Нужно косить траву срочно.
1;Дороги;32;Нескошенная трава вдоль тротуаров и обочин дорог;Сорняки вдоль дороги
1;Дороги;32;Нескошенная трава вдоль тротуаров и обочин дорог;Амброзия на тротуаре
1;Дороги;32;Нескошенная трава вдоль тротуаров и обочин дорог;Здравствуйте.не скошена трава возле тратуара
1;Дороги;32;Нескошенная трава вдоль тротуаров и обочин дорог;Улица Щорса , нужно косить траву
1;Дороги;35;Некачественный уход за деревьями, кустарниками вдоль дорог, тротуаров (кронирование, вырубка сухостоев, ликвидация аварийных деревьев);Не виден знак уступи дорогу, , дерево закрыло обзор .
1;Дороги;35;Некачественный уход за деревьями, кустарниками вдоль дорог, тротуаров (кронирование, вырубка сухостоев, ликвидация аварийных деревьев);Здравствуйте.засохла ель.за все лето не разу не поливали,сохнут и другие ели рядом.очень жаль такая красота была.
1;Дороги;35;Некачественный уход за деревьями, кустарниками вдоль дорог, тротуаров (кронирование, вырубка сухостоев, ликвидация аварийных деревьев);Плохо виден дорожный знак
1;Дороги;35;Некачественный уход за деревьями, кустарниками вдоль дорог, тротуаров (кронирование, вырубка сухостоев, ликвидация аварийных деревьев);Упавшее дерево
1;Дороги;35;Некачественный уход за деревьями, кустарниками вдоль дорог, тротуаров (кронирование, вырубка сухостоев, ликвидация аварийных деревьев);Ветки свисают над пешеходной частью ,мешают проходу пешеходам,приходиться наклоняться.
1;Дороги;35;Некачественный уход за деревьями, кустарниками вдоль дорог, тротуаров (кронирование, вырубка сухостоев, ликвидация аварийных деревьев);Не виден дорожный знак
1;Дороги;35;Некачественный уход за деревьями, кустарниками вдоль дорог, тротуаров (кронирование, вырубка сухостоев, ликвидация аварийных деревьев);Возле домов №11 и №13 по улице Зиминской растут необрезанные деревья, которые разрослись настолько, что мешают проезду автомобилей (в т.ч., при необходимости, медицинских и пожарных служб), задевают ветками за провода проходящей рядом ЛЭП, повышают риск обрыва проводов и поражения, вследствие этого, электрическим током. Деревья требуют подрезки до размера, не представляющего опасности для проезжающего транспорта и линий электропередач.
1;Дороги;35;Некачественный уход за деревьями, кустарниками вдоль дорог, тротуаров (кронирование, вырубка сухостоев, ликвидация аварийных деревьев);По тротуару невозможно ходить, из-за нависающих веток. Приходиться обходить их по грязи и пыли. Да и асфальта там уже не видно практически-не метут никогда.
1;Дороги;35;Некачественный уход за деревьями, кустарниками вдоль дорог, тротуаров (кронирование, вырубка сухостоев, ликвидация аварийных деревьев);Сломанное дерево свисает над тротуаром,для пешеходов представляет опасность.
1;Дороги;35;Некачественный уход за деревьями, кустарниками вдоль дорог, тротуаров (кронирование, вырубка сухостоев, ликвидация аварийных деревьев);Ленинская,10. Ветка обломанная на тротуаре. Ждем неделю после обращения в муниципальную диспетчерскую службу.
1;Дороги;35;Некачественный уход за деревьями, кустарниками вдоль дорог, тротуаров (кронирование, вырубка сухостоев, ликвидация аварийных деревьев);Деревья касаются линий электропередач. Так же деревья задеваются при проезде троллейбусов
1;Дороги;35;Некачественный уход за деревьями, кустарниками вдоль дорог, тротуаров (кронирование, вырубка сухостоев, ликвидация аварийных деревьев);Добрый день.ветки деревьев мешают ходить по тратуару.
